Sample	bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	Marker_lineage	#_genomes	#_markers	#_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity	classification	reason	lineage	lineage_scores	superkingdom	phylum	class	order	family	genus	species
Azcar1	Trichormus	Unknown	4701626	358	19071	38.473429717628385	97.1830985915493	4.225352112676056	p__Cyanobacteria_(UID2189)	82	579	450	9	570	0	0	0	0	98.11	0.00	0.00	taxid_assigned	based_on_5060/5200_ORFs	1;131567;2;1783272;1798711;1117;1161;1162;264688;1164	1.00;1.00;1.00;1.00;1.00;1.00;0.98;0.84;0.77;0.76	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus_azollae
Azcar2_489	Alphaproteobacteria	Unknown	6735122	1452	4824	64.90066057458397	56.33802816901409	7.042253521126761	o__Rhodospirillales_(UID3754)	63	336	201	210	117	9	0	0	0	38.12	3.40	0.00	taxid_assigned	based_on_7920/8795_ORFs	1;131567;2;1224;28211;356;41294	1.00;1.00;1.00;0.97;0.93;0.45;0.38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	no_support	no_support
Azcar2_489	Asticcacaulis	Unknown	3695034	63	109459	62.148323357845214	98.59154929577464	0.0	c__Alphaproteobacteria_(UID3422)	26	529	308	18	510	1	0	0	0	98.22	0.32	0.00	taxid_assigned	based_on_3228/3394_ORFs	1;131567;2;1224;28211;204458;76892;76890	1.00;1.00;0.99;0.96;0.91;0.84;0.84;0.81	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	no_support
Azcar2_489	Asticcacaulis2	Unknown	4904052	143	53015	63.11041953088134	88.73239436619718	4.225352112676056	c__Alphaproteobacteria_(UID3422)	26	529	308	45	471	13	0	0	0	94.66	2.74	7.69	taxid_assigned	based_on_4083/4387_ORFs	1;131567;2;1224;28211;204458;76892;76890	1.00;1.00;0.99;0.95;0.89;0.78;0.78;0.75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	no_support
Azcar2_489	Asticcacaulis_taihuensis	Unknown	3842185	15	490108	59.7923569498916	88.73239436619718	0.0	c__Alphaproteobacteria_(UID3422)	26	529	308	9	519	1	0	0	0	99.58	0.32	0.00	taxid_assigned	based_on_3439/3516_ORFs	1;131567;2;1224;28211;204458;76892;76890;260084	1.00;1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.83	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_taihuensis
Azcar2_489	Bradyrhizobium	Unknown	7530619	103	154402	62.9841655440714	100.0	0.0	g__Bradyrhizobium_(UID3699)	37	824	336	3	818	3	0	0	0	99.62	0.45	0.00	taxid_assigned	based_on_7013/7186_ORFs	1;131567;2;1224;28211;356;41294;374	1.00;1.00;1.00;0.99;0.97;0.96;0.91;0.57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	no_support
Azcar2_489	Caulobacterales	Unknown	4656467	24	398595	59.07648552700947	88.73239436619718	0.0	c__Alphaproteobacteria_(UID3422)	26	529	308	9	512	8	0	0	0	99.58	2.44	0.00	taxid_assigned	based_on_4209/4385_ORFs	1;131567;2;1224;28211;204458;76892;76890;260084	1.00;1.00;1.00;0.99;0.97;0.82;0.81;0.81;0.44	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_taihuensis
Azcar2_489	Methylovorus	Unknown	2853267	5	785187	55.44900255433474	98.59154929577464	1.408450704225352	c__Betaproteobacteria_(UID3888)	323	383	233	1	382	0	0	0	0	99.57	0.00	0.00	taxid_assigned	based_on_2613/2640_ORFs	1;131567;2;1224;28216;32003;32011;81682	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.94	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	no_support
Azcar2_489	Nevskia_soli	Unknown	5787137	338	28561	68.13164676220757	91.54929577464789	5.633802816901408	c__Gammaproteobacteria_(UID4202)	67	481	276	45	421	14	0	0	1	94.50	4.62	3.45	taxid_assigned	based_on_5073/5528_ORFs	1;131567;2;1224;1236;1775403;568386;64001;418856	1.00;1.00;0.99;0.94;0.83;0.78;0.78;0.70;0.68	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Nevskia	Nevskia_soli
Azcar2_489	Novosphingobium	Unknown	4509414	88	90901	64.76019114533526	97.1830985915493	0.0	o__Sphingomonadales_(UID3310)	26	569	293	14	543	12	0	0	0	97.64	2.09	0.00	taxid_assigned	based_on_4078/4230_ORFs	1;131567;2;1224;28211;204457;41297;165696	1.00;1.00;1.00;0.97;0.93;0.87;0.81;0.72	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	no_support
Azcar2_489	Rhizobiales	Unknown	5424187	26	844866	62.173355590519286	100.0	7.042253521126761	k__Bacteria_(UID203)	5449	104	58	0	84	20	0	0	0	100.00	8.78	5.00	taxid_assigned	based_on_5201/5256_ORFs	1;131567;2;1224;28211;356;119042;41292;1909294	1.00;1.00;0.99;0.99;0.98;0.98;0.72;0.72;0.72	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	Rhizobiales_bacterium
Azcar2_489	Rhizobiales2	Unknown	5570034	228	38708	61.889507668236874	94.36619718309859	8.450704225352112	o__Rhizobiales_(UID3449)	345	431	258	30	388	13	0	0	0	92.48	1.61	15.38	taxid_assigned	based_on_5276/5572_ORFs	1;131567;2;1224;28211;356	1.00;0.99;0.94;0.92;0.86;0.69	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azcar2_489	Rhizobiales3	Unknown	4032707	113	73291	65.41379153546318	100.0	5.633802816901408	o__Rhizobiales_(UID3654)	92	481	319	11	464	6	0	0	0	98.44	1.15	0.00	taxid_assigned	based_on_3500/3859_ORFs	1;131567;2;1224;28211;356	1.00;1.00;0.99;0.86;0.73;0.58	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azcar2_489	Trichormus	Unknown	4720601	356	18401	38.452392335859656	97.1830985915493	4.225352112676056	p__Cyanobacteria_(UID2189)	82	579	450	8	571	0	0	0	0	98.33	0.00	0.00	taxid_assigned	based_on_5084/5221_ORFs	1;131567;2;1783272;1798711;1117;1161;1162;264688;1164	1.00;1.00;1.00;1.00;1.00;1.00;0.98;0.84;0.77;0.76	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus_azollae
